Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Total_Score_Original,Week_of_Semester,Learning_Efficiency (%)
S1404,Liam,Davis,student404@university.com,Female,18,CS,82.84,99.0,57.11,60.71,54.28999999999999,59.400000000000006,81.46,20.0,C,8.6,Yes,No,,High,10,4.9,30.569499999999998,1,81.06409923441527
S1405,Maria,Johnson,student405@university.com,Male,21,CS,0.64,57.78,92.36,54.26,66.24,71.5,63.91,66.266,C,18.0,No,Yes,Bachelor's,High,5,6.8,68.906,17,71.53848450794479
S1406,Emma,Davis,student406@university.com,Male,21,Mathematics,51.44,54.42,43.22,94.82,63.790000000000006,23.0,82.72,53.992000000000004,C,5.4,Yes,No,High School,Medium,3,8.0,62.872,2,86.4664974762063
S1407,Liam,Johnson,student407@university.com,Male,19,Business,70.74,78.28,83.05000000000001,98.99,55.480000000000004,80.39999999999999,84.78,20.0,B,20.7,Yes,No,Master's,Medium,9,4.6,36.341499999999996,13,89.7498752049805
S1408,Maria,Davis,student408@university.com,Male,19,Mathematics,7.1,62.69,42.330000000000005,97.73,51.410000000000004,48.0,64.08,59.174499999999995,D,14.2,Yes,Yes,High School,Low,8,7.9,60.894499999999994,9,73.77128774883165
S1409,Emma,Jones,student409@university.com,Male,20,CS,46.45,77.58,70.58999999999999,92.6,84.00999999999999,61.0,62.77,64.77249999999998,C,20.8,No,Yes,,Low,3,5.3,71.45249999999999,4,82.61255035105256
S1410,John,Davis,student410@university.com,Male,20,CS,85.24,58.3,30.540000000000003,92.34,54.480000000000004,9.2,69.85,46.486000000000004,D,7.2,No,No,Master's,Medium,8,5.4,54.646,5,95.44944803843192
S1411,Liam,Williams,student411@university.com,Male,18,Engineering,0.35,77.08,47.05,83.05,57.769999999999996,20.5,82.06,23.523555555555554,C,11.7,No,Yes,PhD,Low,3,8.7,42.30533333333333,11,81.40102770525097
S1412,Emma,Davis,student412@university.com,Male,21,Mathematics,11.26,56.54,59.370000000000005,91.31,57.46000000000001,77.30000000000001,64.65,56.35400000000001,C,7.8,Yes,Yes,PhD,High,6,5.6,63.79400000000001,19,71.10560490841566
S1413,Ali,Davis,student413@university.com,Male,24,Mathematics,38.41,43.06,65.41,60.42,50.67,22.4,77.78,54.7915,D,21.2,Yes,Yes,Master's,Low,1,6.9,59.8715,3,79.72133030053193
S1414,John,Jones,student414@university.com,Male,18,Mathematics,84.34,94.73,72.91000000000001,69.4,41.410000000000004,9.3,94.96,67.101,B,7.7,Yes,No,PhD,Low,4,6.2,73.901,12,82.45090758745371
S1415,Ali,Brown,student415@university.com,Female,18,CS,48.43,92.99,62.040000000000006,82.04,42.550000000000004,59.7,64.76,20.0,C,20.4,No,Yes,,Medium,8,4.4,29.380250000000004,19,69.60728749862731
S1416,Ahmed,Jones,student416@university.com,Female,24,Business,67.47,98.25,60.74000000000001,93.74,43.45,54.8,98.3,25.718444444444433,B,8.4,No,No,Bachelor's,High,6,8.8,49.737666666666655,19,79.80952079783843
S1417,Sara,Williams,student417@university.com,Male,24,CS,45.64,82.99,68.41999999999999,83.02,33.559999999999995,60.8,73.67,53.39549999999999,C,28.6,Yes,Yes,Bachelor's,Low,5,5.1,66.5555,13,79.86758185855585
S1418,Liam,Brown,student418@university.com,Female,24,Engineering,15.7,80.96,62.41,91.95,66.28,61.8,55.05,64.704,D,15.4,Yes,Yes,,Low,6,5.3,67.064,7,68.65251067751295
S1419,Emma,Smith,student419@university.com,Female,19,CS,49.85,73.54,40.00000000000001,73.7,67.66999999999999,50.0,52.75,48.39,D,8.2,No,Yes,PhD,High,7,5.9,55.15,15,78.9534169168925
S1420,Sara,Smith,student420@university.com,Male,18,CS,75.57,47.56,34.11000000000001,85.87,65.84,49.400000000000006,66.93,47.535000000000004,D,6.0,No,No,Bachelor's,High,1,6.5,55.335,7,75.48655703088964
S1421,Sara,Williams,student421@university.com,Male,18,CS,81.82,51.35,55.599999999999994,99.0,41.599999999999994,92.4,62.94,20.0,D,13.2,No,No,PhD,High,3,4.7,29.327249999999996,8,81.69588789567742
S1422,Emma,Jones,student422@university.com,Male,22,Engineering,16.61,57.37,62.85,57.67,76.13,53.4,92.19,57.9605,C,27.3,No,Yes,PhD,Low,1,7.1,67.9205,5,71.71809736429488
S1423,John,Johnson,student423@university.com,Female,24,Mathematics,64.45,93.41,31.349999999999994,96.35,79.94,61.7,86.88,66.1645,C,8.6,Yes,No,High School,Medium,9,6.6,71.7645,14,77.43841344770452
S1424,Liam,Williams,student424@university.com,Male,24,Business,22.78,50.38,28.46,76.12,78.92,26.7,94.23,51.054,C,24.8,No,Yes,Bachelor's,Low,4,5.5,60.694,4,84.83272125260306
S1425,Ahmed,Brown,student425@university.com,Female,20,Business,57.83,95.37,44.529999999999994,82.16,66.16,87.10000000000001,79.46,71.375,C,15.4,No,No,PhD,Low,2,7.5,72.295,10,76.61833424277874
S1426,Ali,Brown,student426@university.com,Male,20,Engineering,52.25,71.37,58.0,93.89,66.11999999999999,2.4,71.77,56.42399999999999,C,25.1,Yes,Yes,High School,High,5,6.6,64.984,15,70.47532111291056
S1427,Maria,Davis,student427@university.com,Female,21,Mathematics,93.64,82.93,32.65,70.48,36.48,55.7,63.53,20.0,D,26.9,Yes,No,,High,2,8.2,31.931999999999995,18,78.01232409833842
S1428,Ali,Smith,student428@university.com,Female,20,Mathematics,45.47,46.61,23.02,70.93,63.889999999999986,38.4,79.16,20.0,D,29.9,Yes,Yes,Bachelor's,Low,7,8.3,29.772666666666662,13,77.06735503453682
S1429,Maria,Brown,student429@university.com,Male,23,Engineering,58.48,56.14,57.72999999999999,76.36,40.23,60.4,80.9,20.0,C,6.7,Yes,No,,High,4,8.9,38.98966666666667,8,79.07057281963552
S1430,Ali,Williams,student430@university.com,Male,21,CS,59.45,97.51,63.360000000000014,50.96,43.980000000000004,36.0,69.65,20.0,C,24.9,No,Yes,,Low,5,4.3,25.34775,9,76.35065206768704
S1431,Emma,Brown,student431@university.com,Female,24,Mathematics,46.03,55.97,44.24999999999999,74.83,58.86,71.8,96.83,59.0155,C,6.7,Yes,Yes,Master's,High,9,6.0,66.8555,16,69.30285176912548
S1432,Ahmed,Williams,student432@university.com,Female,22,Business,39.78,57.79,70.13,64.55,75.17,2.0,82.0,65.1365,D,12.9,No,Yes,Bachelor's,Medium,2,6.5,67.4165,19,64.87620002444888
S1433,Liam,Johnson,student433@university.com,Male,20,Engineering,80.34,51.86,31.650000000000006,96.4,63.74,40.6,91.87,56.860500000000016,C,21.2,No,No,,Low,5,5.2,63.98050000000001,16,87.64798839303758
S1434,Maria,Davis,student434@university.com,Male,22,Business,6.56,47.74,90.35000000000001,54.39,49.34,83.10000000000001,81.02,27.785777777777778,C,16.2,No,Yes,,Low,4,8.6,45.998666666666665,7,78.04681734624324
S1435,Liam,Smith,student435@university.com,Female,20,CS,50.77,54.0,47.410000000000004,72.97,58.279999999999994,25.0,65.83,20.0,D,19.1,Yes,No,,High,3,4.4,24.7025,14,80.91723288109067
S1436,Liam,Brown,student436@university.com,Male,20,Engineering,25.74,78.54,74.97,97.37,71.27000000000001,5.300000000000001,86.83,62.397999999999996,B,29.2,Yes,Yes,PhD,Low,1,6.1,74.838,14,77.12601791197758
S1437,Liam,Williams,student437@university.com,Female,22,Business,54.63,67.32,76.88,95.05,71.78,49.7,61.51,20.0,C,25.5,No,No,Bachelor's,Low,6,4.9,28.747749999999996,4,76.91683220072272
S1438,Omar,Jones,student438@university.com,Male,18,Business,18.56,73.23,84.33,85.07,77.14,97.7,79.83,79.81549999999999,B,14.1,No,Yes,Bachelor's,Low,7,7.4,81.01549999999999,15,76.07585048283684
S1439,John,Smith,student439@university.com,Male,18,CS,53.48,47.34,32.0,79.47,69.42000000000002,6.4,70.12,49.339499999999994,F,20.0,Yes,No,Bachelor's,High,1,7.5,53.939499999999995,3,83.00628981021818
S1440,Ali,Johnson,student440@university.com,Male,18,Engineering,17.08,88.13,55.17,64.04,38.14,7.0,57.49,20.0,D,6.2,Yes,Yes,Bachelor's,High,6,8.4,34.03533333333334,5,72.94600153186472
S1441,Liam,Williams,student441@university.com,Female,23,Mathematics,68.11,87.05,40.73,68.35,55.529999999999994,59.5,70.66,60.306499999999986,D,16.3,No,Yes,Bachelor's,Low,1,6.0,62.54649999999999,1,81.82054272121334
S1442,Ali,Davis,student442@university.com,Male,18,Mathematics,27.52,41.3,83.23,54.51,52.15,25.0,65.51,54.485,D,20.2,Yes,Yes,,Medium,6,7.9,59.725,3,69.07753632474096
S1443,Liam,Davis,student443@university.com,Female,20,Business,93.52,63.01,74.02000000000001,89.31,61.050000000000004,41.0,55.61,57.507,C,22.9,Yes,No,High School,Medium,4,6.7,64.187,15,81.36764385570882
S1444,Maria,Johnson,student444@university.com,Male,24,CS,62.44,44.13,75.70000000000002,66.19,63.93,83.10000000000001,91.19,20.0,B,27.5,No,Yes,Master's,Low,6,8.1,42.88133333333334,8,84.24571302966096
S1445,John,Johnson,student445@university.com,Female,19,Business,67.62,87.53,65.62,83.39,62.16000000000001,19.9,74.93,20.0,C,12.1,Yes,No,Bachelor's,Medium,1,4.4,32.3305,4,73.62740446346315
S1446,John,Davis,student446@university.com,Female,22,CS,88.71,84.24,49.489999999999995,67.88,34.459999999999994,71.9,67.32,48.23149999999998,C,27.6,No,No,PhD,Low,1,6.3,59.151499999999984,2,83.39371300859372
S1447,Emma,Brown,student447@university.com,Male,24,Mathematics,51.52,94.12,55.459999999999994,73.22,56.28999999999999,50.4,75.25,20.0,C,21.5,Yes,No,High School,High,3,4.8,29.749,10,80.2569270531216
S1448,Omar,Brown,student448@university.com,Female,19,Business,44.18,54.18,47.83,77.75,42.77,90.5,87.73,56.88399999999999,C,6.9,No,Yes,PhD,Medium,6,8.0,64.564,4,87.99213227678919
S1449,Emma,Williams,student449@university.com,Female,24,Business,90.82,67.38,62.04,90.09,81.47999999999999,97.3,50.91,20.0,D,14.5,No,No,,Medium,3,4.8,31.73225,3,75.72396808844455
S1450,Emma,Jones,student450@university.com,Female,23,CS,96.61,51.07,67.88,60.56,48.09,48.5,77.34,20.0,D,16.9,Yes,No,Master's,Low,7,4.0,28.74725,2,94.07992951861365
S1451,Emma,Williams,student451@university.com,Female,19,Engineering,93.81,62.27,90.22000000000001,69.94,68.37,58.5,73.96,29.13444444444445,C,13.8,Yes,No,,Low,4,8.6,48.021666666666675,17,73.22095195269226
S1452,Emma,Jones,student452@university.com,Male,21,CS,65.97,71.33,62.949999999999996,56.5,71.86999999999999,74.6,94.65,65.90399999999998,C,7.9,Yes,No,,High,9,6.4,72.30399999999999,13,78.35248099681937
S1453,Emma,Johnson,student453@university.com,Male,18,Engineering,55.64,43.2,80.78999999999999,53.79,50.769999999999996,31.9,77.8,21.569777777777777,D,18.8,No,Yes,Bachelor's,Medium,7,8.9,40.334666666666664,5,71.50715144688533
S1454,Ahmed,Smith,student454@university.com,Male,23,Mathematics,35.18,82.89,79.36999999999999,80.23,41.39999999999999,22.7,56.87,58.5865,C,8.3,Yes,Yes,PhD,Medium,4,6.3,64.7865,9,89.25527088424883
S1455,John,Williams,student455@university.com,Female,24,Business,62.89,72.6,50.489999999999995,59.45,57.52,96.5,69.43,50.42,C,27.9,No,No,Bachelor's,Medium,9,7.0,60.74,6,78.69149503092082
S1456,Emma,Williams,student456@university.com,Female,20,Business,54.71,89.74,40.61,52.99,32.47,43.3,81.05,48.13299999999998,D,26.6,No,No,,Medium,5,7.7,58.252999999999986,5,79.14157461315358
S1457,Liam,Jones,student457@university.com,Male,18,CS,65.76,56.31,71.49000000000001,94.85,72.51,0.2,52.3,59.025499999999994,D,16.9,Yes,No,Master's,Low,4,5.4,62.46549999999999,10,82.21619049042606
S1458,John,Johnson,student458@university.com,Male,18,CS,93.76,94.2,47.95,76.72,68.86999999999999,83.80000000000001,94.23,20.0,B,6.7,No,No,High School,High,2,4.7,32.375750000000004,8,79.97597406836356
S1459,John,Johnson,student459@university.com,Female,19,Mathematics,67.36,99.92,38.09,56.73,59.67,60.0,53.39,53.584,D,18.8,No,No,,Medium,9,7.3,56.984,7,77.03119221799332
S1460,Sara,Jones,student460@university.com,Male,21,Mathematics,78.09,95.16,54.03,52.67,65.77999999999999,16.9,51.53,52.948,D,19.8,No,No,,High,10,6.6,57.268,7,73.71676374685475
S1461,Ahmed,Johnson,student461@university.com,Male,18,Engineering,71.67,86.67,77.48,55.99,74.28,3.0,50.1,20.0,C,27.2,Yes,No,,Low,8,8.1,36.342,6,80.84256701166714
S1462,Emma,Davis,student462@university.com,Female,24,Mathematics,72.95,88.74,22.909999999999997,73.57,53.56,29.1,84.19,20.0,D,6.7,Yes,No,PhD,Low,6,4.2,24.570999999999998,3,81.89416816344739
S1463,Ali,Brown,student463@university.com,Male,24,Mathematics,40.38,74.42,69.39999999999999,83.42,87.42999999999999,92.8,72.8,68.189,B,22.3,Yes,Yes,High School,Low,1,6.7,74.389,19,75.2103696896482
S1464,Maria,Davis,student464@university.com,Female,22,Mathematics,64.81,51.41,78.87,82.06,46.25,93.3,55.14,20.0,D,19.1,Yes,No,Master's,High,8,4.9,29.014999999999997,15,89.56363425153262
S1465,Omar,Smith,student465@university.com,Male,22,Mathematics,81.37,80.62,69.72000000000001,57.22,76.25000000000001,31.1,92.81,69.14900000000002,C,9.4,Yes,No,,High,4,7.1,73.74900000000001,4,69.13115547793004
S1466,Liam,Williams,student466@university.com,Female,18,Engineering,71.0,82.77,61.06,81.67,69.50999999999999,83.6,60.14,60.57599999999999,C,8.0,Yes,No,High School,Medium,1,7.8,67.136,12,79.66141401323648
S1467,Ali,Smith,student467@university.com,Female,19,Mathematics,34.48,99.12,66.69000000000001,70.24,77.86000000000001,44.2,66.32,61.7245,C,22.3,Yes,Yes,,High,3,5.3,69.6045,6,85.95868917910714
S1468,Ahmed,Williams,student468@university.com,Female,19,Engineering,13.67,72.48,61.92,73.24,50.779999999999994,65.4,58.89,60.857,D,13.5,Yes,Yes,High School,High,6,6.4,62.777,19,53.46671917184716
S1469,Maria,Brown,student469@university.com,Female,20,CS,90.67,56.28,20.0,90.07,37.85000000000001,33.4,96.34,44.13550000000001,C,30.0,No,No,High School,Medium,2,6.1,57.215500000000006,4,68.30913773153365
S1470,Ahmed,Johnson,student470@university.com,Female,23,Business,54.94,81.02,75.98,66.62,34.85000000000001,51.6,87.9,59.432,B,27.4,No,No,PhD,Low,8,7.8,70.312,15,73.5448021257504
S1471,Liam,Davis,student471@university.com,Male,23,CS,50.57,98.76,59.379999999999995,57.35,90.09,29.4,86.2,70.3365,C,19.1,Yes,Yes,PhD,Low,5,7.0,73.6165,9,81.6428492483866
S1472,John,Jones,student472@university.com,Male,23,Mathematics,57.68,50.63,64.55999999999999,93.67,55.97,6.1,52.2,20.0,D,21.0,No,No,High School,High,5,4.6,24.6815,5,81.4609864744167
S1473,Maria,Davis,student473@university.com,Male,21,Business,88.22,59.56,57.72,60.61,81.34,13.9,76.14,20.0,D,9.0,No,No,Bachelor's,Medium,1,8.9,38.97499999999999,13,83.3625984917051
S1474,John,Brown,student474@university.com,Female,19,Mathematics,19.65,72.51,20.0,64.7,41.03999999999999,29.1,78.77,20.0,D,27.4,Yes,Yes,,High,9,8.6,30.132999999999992,18,65.51851297271594
S1475,Liam,Smith,student475@university.com,Male,20,Mathematics,1.7,50.21,93.68,85.33,53.68,97.6,69.13,73.23200000000001,C,16.5,Yes,Yes,PhD,High,2,6.9,74.552,5,81.29941617459649
S1476,Ali,Jones,student476@university.com,Female,22,CS,45.18,41.33,80.58999999999999,84.18,57.86999999999999,96.6,66.09,64.89399999999999,C,18.0,Yes,Yes,High School,Low,9,7.9,68.374,16,70.03003350548391
S1477,Liam,Johnson,student477@university.com,Female,24,Mathematics,94.42,60.22,23.11,90.02,54.019999999999996,82.8,92.6,20.0,C,26.8,Yes,No,Bachelor's,Medium,10,4.1,24.41975,19,67.8332835778301
S1478,Ali,Brown,student478@university.com,Male,23,CS,88.33,91.92,78.42000000000002,59.19,71.78000000000002,23.3,51.15,20.0,C,5.2,Yes,No,High School,High,10,5.0,26.323749999999997,14,80.2660609855177
S1479,Maria,Jones,student479@university.com,Female,22,Mathematics,12.4,42.61,78.45,67.61,63.510000000000005,44.2,81.27,65.3435,C,17.4,Yes,Yes,Master's,High,1,7.8,68.2235,16,81.16483774528803
S1480,Maria,Brown,student480@university.com,Male,22,Engineering,90.66,65.74,53.22,56.29,80.61999999999999,44.0,69.71,20.0,D,20.7,Yes,No,High School,High,10,4.5,26.47825,15,87.79091815381344
S1481,Emma,Brown,student481@university.com,Female,18,Business,82.14,85.73,60.360000000000014,77.05,45.89,38.7,83.3,20.0,C,9.0,No,No,Master's,Low,8,4.2,30.206499999999995,4,71.47182024918807
S1482,Ahmed,Johnson,student482@university.com,Female,21,CS,72.9,97.19,32.88,64.63,71.16,4.5,59.9,49.016000000000005,D,6.7,Yes,No,PhD,Low,3,7.1,55.776,7,79.29189508494736
S1483,Emma,Williams,student483@university.com,Male,20,CS,65.83,99.13,61.46000000000001,84.45,74.63000000000001,53.5,61.93,20.0,C,18.4,No,Yes,PhD,High,3,4.2,31.8575,16,82.31562707487802
S1484,Ahmed,Jones,student484@university.com,Female,21,Business,66.78,65.32,33.46000000000001,50.02,52.74000000000001,7.3,79.34,20.0,F,18.7,No,Yes,High School,Medium,7,4.9,23.991500000000002,8,89.17101017928137
S1485,Emma,Johnson,student485@university.com,Male,18,CS,64.04,97.02,63.73,52.98,42.39000000000001,80.19999999999999,99.0,20.0,C,13.3,Yes,Yes,PhD,Low,7,4.4,35.27875,17,75.71425993390505
S1486,John,Brown,student486@university.com,Female,20,Business,25.91,42.13,53.08,71.63,48.18000000000001,69.1,98.73,55.173999999999985,C,27.1,Yes,Yes,High School,High,7,6.7,65.21399999999998,16,75.87855045111314
S1487,Maria,Johnson,student487@university.com,Male,20,Engineering,97.94,84.76,87.50999999999999,97.91,47.3,35.3,62.45,71.28399999999999,C,12.5,No,No,High School,Low,7,7.4,73.764,10,78.60142355339813
S1488,Ali,Williams,student488@university.com,Female,19,Mathematics,1.08,78.56,73.82,94.54,85.36,64.7,55.12,20.0,C,17.9,Yes,Yes,Master's,Low,3,4.9,33.21750000000001,10,89.30628686990265
S1489,Ahmed,Davis,student489@university.com,Male,21,Engineering,64.98,54.97,44.81,99.7,87.52000000000001,23.3,79.52,61.572,C,9.7,No,Yes,,High,8,6.3,66.652,2,75.26862184134984
S1490,Liam,Jones,student490@university.com,Male,21,Mathematics,69.44,70.44,70.83000000000001,70.84,64.29,26.5,71.0,20.0,C,5.3,No,No,High School,Low,1,4.1,26.670749999999998,9,71.17775913884721
S1491,Ahmed,Williams,student491@university.com,Female,19,Business,55.96,47.77,69.19000000000001,52.33,81.13000000000001,31.4,88.08,65.0395,C,15.7,No,No,,Low,3,5.3,67.6395,17,66.83826284677956
S1492,Ali,Smith,student492@university.com,Male,22,Engineering,29.97,92.3,66.22,65.3,51.88,79.7,76.4,20.0,C,18.2,No,Yes,Bachelor's,High,8,4.9,32.842,11,81.5682018370391
S1493,Emma,Jones,student493@university.com,Female,18,Mathematics,67.67,61.47,30.299999999999997,83.79,33.86,21.1,75.53,20.0,D,24.1,No,Yes,PhD,Low,2,4.8,21.784,10,83.3301728669493
S1494,Ahmed,Williams,student494@university.com,Female,21,Business,67.45,77.56,84.99000000000001,56.76,83.63000000000001,56.3,82.32,73.0575,C,16.2,Yes,Yes,Bachelor's,High,7,5.1,76.2975,17,75.60843989848456
S1495,Omar,Brown,student495@university.com,Male,19,Mathematics,74.43,49.53,88.66000000000001,65.0,70.76,20.0,56.32,59.6365,D,12.0,No,No,Bachelor's,High,4,8.0,63.2365,4,88.853528253669
S1496,John,Jones,student496@university.com,Male,24,CS,59.71,52.37,74.25999999999999,52.81,71.83999999999999,28.5,83.86,21.974666666666668,C,20.1,No,Yes,High School,High,6,8.7,42.142,16,68.42211237315755
S1497,Maria,Jones,student497@university.com,Male,20,CS,20.61,99.52,94.0,73.75,86.98,23.5,74.43,80.505,B,14.5,Yes,Yes,Bachelor's,Low,9,7.5,81.505,15,73.98598402677334
S1498,Ali,Johnson,student498@university.com,Male,23,Business,26.96,85.19,45.18000000000001,60.45,57.510000000000005,64.5,91.01,20.0,C,10.8,No,Yes,High School,Medium,8,4.4,30.498000000000005,5,83.31101666973093
S1499,Maria,Brown,student499@university.com,Male,24,Mathematics,75.91,97.72,70.95,54.56,36.51,52.7,56.94,50.47949999999999,C,27.8,Yes,No,PhD,Medium,4,7.1,60.83949999999999,6,74.4718724914278
S1500,Omar,Smith,student500@university.com,Female,19,CS,59.58,57.75,62.209999999999994,70.56,82.63,72.1,65.04,61.55099999999999,D,18.4,Yes,Yes,PhD,Low,7,7.7,65.11099999999999,17,77.85154769849463
S1501,Ahmed,Davis,student501@university.com,Male,23,Engineering,76.97,49.87,36.08,67.56,58.93,22.0,97.51,20.0,D,10.0,No,No,Bachelor's,Low,3,4.6,26.968249999999998,1,89.32922276142635
S1502,Ahmed,Williams,student502@university.com,Female,22,Mathematics,75.89,70.18,65.65,76.88,76.87,0.8999999999999999,77.65,60.086499999999994,C,21.8,Yes,No,High School,High,9,5.5,67.3265,19,74.6996576188681
S1503,Liam,Johnson,student503@university.com,Male,18,Mathematics,50.44,69.68,62.73,87.45,53.55999999999999,68.1,96.47,65.046,B,25.1,No,No,Master's,Medium,2,6.1,74.206,4,78.24363981444677
S1504,Omar,Williams,student504@university.com,Male,23,CS,50.09,50.5,39.459999999999994,55.63,43.089999999999996,11.5,84.45,44.45949999999999,D,24.0,No,No,Master's,Medium,6,5.6,53.339499999999994,17,85.4146891340452
S1505,Ali,Smith,student505@university.com,Male,22,CS,22.18,83.99,32.69,89.56,49.58999999999999,24.6,96.32,63.46599999999998,C,20.0,No,Yes,,Low,5,6.6,67.94599999999998,9,86.54568320981639
S1506,Liam,Smith,student506@university.com,Female,23,Business,55.08,61.71,41.67,51.31,76.88000000000001,30.6,65.89,20.0,F,18.0,No,No,,High,4,4.7,24.82375,2,70.65598470858765
S1507,John,Jones,student507@university.com,Male,20,Mathematics,11.86,51.18,47.03000000000001,72.16,61.779999999999994,74.7,54.53,45.50650000000001,D,24.4,No,Yes,,Low,2,6.2,53.98650000000001,8,82.07737575753124
S1508,Liam,Smith,student508@university.com,Female,20,Engineering,60.25,59.92,36.05,79.37,56.230000000000004,62.6,90.11,56.592,C,22.7,Yes,No,Bachelor's,Low,9,7.7,63.592,15,75.54811470869961
S1509,Sara,Williams,student509@university.com,Female,20,CS,94.74,73.82,43.08,97.85,66.05,18.4,90.22,65.5475,C,19.3,Yes,No,High School,Medium,5,6.3,69.8275,7,83.13805606296225
S1510,Ali,Brown,student510@university.com,Female,20,Mathematics,96.43,83.59,48.68,78.7,62.68,59.8,80.94,60.4335,C,21.4,No,No,,Low,1,5.1,67.8335,6,75.46596136986571
S1511,Sara,Brown,student511@university.com,Male,19,CS,98.79,68.91,86.02999999999999,57.94,50.28999999999999,70.8,78.98,65.20599999999999,C,9.2,No,No,High School,Medium,5,8.0,71.04599999999999,1,87.86153128092889
S1512,Omar,Jones,student512@university.com,Female,20,Business,38.98,71.54,68.25,75.88,51.31,38.9,95.75,63.536500000000004,B,5.5,No,Yes,Bachelor's,Low,7,6.0,72.3365,15,75.49514990786872
S1513,Emma,Davis,student513@university.com,Male,24,Mathematics,65.53,48.34,35.74,69.79,41.18000000000001,24.6,58.82,34.4125,F,28.3,No,Yes,High School,Medium,3,6.1,46.1325,7,67.69010147055042
S1514,Sara,Williams,student514@university.com,Female,20,Mathematics,75.49,94.88,72.78,73.97,45.10000000000001,67.9,80.83,59.86850000000001,B,28.4,Yes,No,High School,Medium,7,5.8,72.02850000000001,17,67.15446239861018
S1515,John,Williams,student515@university.com,Male,24,Business,58.77,95.72,59.38,59.85,55.669999999999995,61.1,52.49,49.965500000000006,D,24.7,No,No,Bachelor's,Medium,6,5.4,59.645500000000006,2,78.69349944715553
S1516,Liam,Smith,student516@university.com,Female,19,Engineering,48.72,81.01,66.21,75.04,57.55,7.800000000000001,57.04,62.489,D,14.3,No,Yes,Master's,Medium,7,7.0,63.049,9,85.41176936581155
S1517,Emma,Williams,student517@university.com,Male,20,CS,94.42,41.06,53.14,57.5,54.72000000000001,66.7,71.86,20.0,D,8.8,Yes,No,High School,High,9,4.9,24.355,9,73.7079258471754
S1518,Liam,Johnson,student518@university.com,Male,22,Business,39.9,72.22,60.96000000000001,87.2,65.58999999999999,48.9,91.06,73.083,C,13.9,Yes,Yes,High School,Medium,2,7.8,74.923,13,73.80676936442963
S1519,Sara,Davis,student519@university.com,Male,22,Mathematics,6.8,77.75,39.419999999999995,79.7,49.739999999999995,75.3,86.66,58.74549999999999,C,23.2,Yes,Yes,PhD,High,2,6.4,66.0255,6,84.80288951854492
S1520,Liam,Smith,student520@university.com,Female,21,Business,87.93,99.68,57.28,53.93,92.04,19.1,98.7,30.354888888888887,C,13.4,Yes,No,PhD,High,1,8.4,49.97233333333333,6,73.12387441018898
S1521,Omar,Johnson,student521@university.com,Female,22,Mathematics,54.88,99.76,51.750000000000014,94.48,33.760000000000005,25.8,52.24,20.0,D,24.9,Yes,No,,Low,2,8.7,36.29566666666666,3,79.10508279304155
S1522,Emma,Jones,student522@university.com,Male,18,Business,43.05,91.46,58.160000000000004,80.82,68.63,54.3,69.07,61.89300000000001,C,21.8,No,Yes,,Medium,3,5.9,68.653,17,73.5208038054859
S1523,Omar,Brown,student523@university.com,Female,18,Engineering,87.66,43.83,71.3,65.81,44.31999999999999,48.2,57.94,20.0,D,20.7,No,No,Bachelor's,Low,7,4.8,24.5675,17,61.01828759723324
S1524,Sara,Jones,student524@university.com,Female,18,Mathematics,69.3,97.2,39.05,52.28,69.50000000000001,38.6,51.85,42.00749999999999,D,28.3,No,Yes,Bachelor's,Low,3,6.5,53.247499999999995,12,76.250758948087
S1525,Omar,Brown,student525@university.com,Female,19,Business,99.78,76.76,59.489999999999995,81.61,72.18999999999998,74.6,63.22,53.25499999999998,C,27.3,No,No,PhD,Medium,8,5.4,65.01499999999999,16,71.12608041846686
S1526,John,Jones,student526@university.com,Female,22,Engineering,54.86,88.05,60.04999999999999,68.67,55.42999999999999,56.5,62.22,56.0385,C,22.8,Yes,No,PhD,Medium,3,6.1,63.3585,15,81.67447220876146
S1527,Sara,Williams,student527@university.com,Female,24,Engineering,9.81,64.43,87.07000000000001,95.38,80.53000000000002,71.0,71.0,71.72600000000001,B,10.0,Yes,Yes,,Low,2,5.9,77.046,13,75.52002073415107
S1528,Sara,Johnson,student528@university.com,Female,18,CS,36.28,59.18,39.839999999999996,51.74,39.22,15.3,57.0,33.253,F,28.5,Yes,Yes,PhD,Low,10,6.3,44.893,1,73.20015404940412
S1529,Sara,Brown,student529@university.com,Female,21,Mathematics,61.42,67.79,85.98999999999998,51.96,48.92,72.9,74.43,65.07399999999998,C,10.7,Yes,Yes,High School,Medium,10,6.5,69.11399999999999,17,74.85181043603862
S1530,Ali,Smith,student530@university.com,Male,19,CS,90.86,48.81,87.88000000000001,97.46,64.43000000000002,46.2,96.0,80.57950000000001,B,14.3,Yes,No,High School,High,4,7.1,81.2595,3,82.44047690689591
S1531,Liam,Johnson,student531@university.com,Male,21,Engineering,51.85,61.42,53.94000000000001,98.24,42.760000000000005,3.4000000000000004,87.41,20.0,C,25.7,No,Yes,PhD,High,4,4.0,26.147499999999997,15,88.8375119788267
